Description,JSON
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'firmwall keyword WORD description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no firmwall keyword WORD description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'firmwall srcmac (WORD|null) srcip (A.B.C.D|null) dstip (A.B.C.D|null) protocol (none|tcp|udp|icmp) srcport (<1-65535>|null) dstport (<1-65535>|null) policy (drop|accept) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no firmwall srcmac (WORD|null) srcip (A.B.C.D|null) dstip (A.B.C.D|null) protocol (none|tcp|udp|icmp) srcport (<1-65535>|null) dstport (<1-65535>|null) policy (drop|accept) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'gre index <1-8> destination A.B.C.D/M description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no gre index <1-8> destination A.B.C.D/M description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'gre index <1-8> tunnel A.B.C.D source (A.B.C.D|null) dest A.B.C.D keepalive (on|off) interval (<0-255>|null) retry (<0-255>|null) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no gre index <1-8> tunnel A.B.C.D source (A.B.C.D|null) dest A.B.C.D keepalive (on|off) interval (<0-255>|null) retry (<0-255>|null) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'icmp check link WORD destination WORD interval <1-255> retries <1-255> description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no icmp check link WORD destination WORD interval <1-255> retries <1-255> description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'ip nat outside source (udp|tcp|all) (WORD|null) WORD to A.B.C.D (WORD|null) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no ip nat outside source (udp|tcp|all) (WORD|null) WORD to A.B.C.D (WORD|null) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'ip static route destination A.B.C.D gateway A.B.C.D mask A.B.C.D metric <0-10> interface (lan|wan|vpn) description WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no ip static route destination A.B.C.D gateway A.B.C.D mask A.B.C.D metric <0-10> interface (lan|wan|vpn) description WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'port redirect protocol (tcp|udp|tcp/udp) inport <1-65535> dstaddr A.B.C.D export <1-65535> description WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no port redirect protocol (tcp|udp|tcp/udp) inport <1-65535> dstaddr A.B.C.D export <1-65535> description WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'port triger protocol (tcp|udp|tcp/udp) triger port <1-65535> forward port <1-65535> description WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no port triger protocol (tcp|udp|tcp/udp) triger port <1-65535> forward port <1-65535> description WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'schedule link1 WORD link2 WORD policy (failover|backup) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no schedule link1 WORD link2 WORD policy (failover|backup) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'static dhcp mac WORD (WORD|null) ip A.B.C.D hostname (WORD|null) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no static dhcp mac WORD (WORD|null) ip A.B.C.D hostname (WORD|null) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'vpn basic protocol (l2tp|pptp) name WORD server WORD username WORD passsword WORD firmwall (on|off) defroute (on|off)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no vpn basic protocol (l2tp|pptp) name WORD server WORD username WORD passsword WORD firmwall (on|off) defroute (on|off)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'vpn basic protocol (l2tp|pptp) name WORD server WORD username WORD passsword WORD firmwall (on|off) defroute (on|off) localip A.B.C.D' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no vpn basic protocol (l2tp|pptp) name WORD server WORD username WORD passsword WORD firmwall (on|off) defroute (on|off) localip A.B.C.D' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no vpn pptp advanced name WORD dns (yes|no) mtu <128-16384> mru <128-16384> mppe (on|off) stateful (on|off)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'vpn pptp advanced name WORD dns (yes|no) mtu <128-16384> mru <128-16384> mppe (on|off) stateful (on|off) options WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no vpn pptp advanced name WORD dns (yes|no) mtu <128-16384> mru <128-16384> mppe (on|off) stateful (on|off) options WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'vpn schedule name1 WORD name2 WORD policy (failover|backup) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no vpn schedule name1 WORD name2 WORD policy (failover|backup) description (WORD|null)' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'wlan filter mac address WORD descript WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
Several stack-based buffer overflow vulnerabilities exist in the DetranCLI command parsing functionality of Siretta QUARTZ-GOLD G5.0.1.5-210720-141020. A specially-crafted network packet can lead to arbitrary command execution. An attacker can send a sequence of requests to trigger these vulnerabilities.This buffer overflow is in the function that manages the 'no wlan filter mac address WORD descript WORD' command template.,"{""rootcause"": """", ""weakness"": ""stack-based buffer overflow"", ""impact"": ""arbitrary command execution"", ""vector"": """", ""attacker"": """", ""product"": ""Siretta QUARTZ-GOLD"", ""version"": ""G5.0.1.5-210720-141020"", ""component"": ""DetranCLI command parsing functionality""}"
"Due to lack of proper memory management, when a victim opens a manipulated AutoCAD (.dwg, TeighaTranslator.exe) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""TeighaTranslator.exe""}"
"Due to lack of proper memory management, when a victim opens a manipulated CATIA5 Part (.catpart, CatiaTranslator.exe) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""CatiaTranslator.exe""}"
"Due to lack of proper memory management, when a victim opens a manipulated CATIA4 Part (.model, CatiaTranslator.exe) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""CatiaTranslator.exe""}"
"Due to lack of proper memory management, when a victim opens a manipulated AutoCAD (.dxf, TeighaTranslator.exe) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""TeighaTranslator.exe""}"
"Due to lack of proper memory management, when a victim opens a manipulated Enhanced Metafile (.emf, emf.x3d) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""emf.x3d""}"
"Due to lack of proper memory management, when a victim opens a manipulated Iges Part and Assembly (.igs, .iges, CoreCadTranslator.exe) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""CoreCadTranslator.exe""}"
"Due to lack of proper memory management, when a victim opens a manipulated Jupiter Tesselation (.jt, JtTranslator.exe) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""JtTranslator.exe""}"
"Due to lack of proper memory management, when a victim opens a manipulated Portable Document Format (.pdf, PDFPublishing.dll) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""PDFPublishing.dll""}"
"Due to lack of proper memory management, when a victim opens a manipulated Windows Cursor File (.cur, ico.x3d) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""ico.x3d""}"
"Due to lack of proper memory management, when a victim opens a manipulated Visual Design Stream (.vds, MataiPersistence.dll) file received from untrusted sources in SAP 3D Visual Enterprise Author - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Author"", ""version"": ""9"", ""component"": ""MataiPersistence.dll""}"
"Due to lack of proper memory management, when a victim opens manipulated Computer Graphics Metafile (.cgm, CgmCore.dll) file received from untrusted sources in SAP 3D Visual Enterprise Viewer - version 9, a Remote Code Execution can be triggered when payload forces a stack-based overflow and or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Viewer"", ""version"": ""9"", ""component"": ""CgmCore.dll""}"
"Due to lack of proper memory management, when a victim opens a manipulated Wavefront Object (.obj, ObjTranslator.exe) file received from untrusted sources in SAP 3D Visual Enterprise Viewer - version 9, it is possible that a Remote Code Execution can be triggered when payload forces a stack-based overflow or a re-use of dangling pointer which refers to overwritten space in memory. ","{""rootcause"": ""improper memory management"", ""weakness"": ""stack-based overflow or a re-use of dangling pointer"", ""impact"": ""remote code execution"", ""vector"": """", ""attacker"": """", ""product"": ""SAP 3D Visual Enterprise Viewer"", ""version"": ""9"", ""component"": ""ObjTranslator.exe""}"
